Dialogue_id	Utterance_id	Text	Label	Start_timestamp	End_timestamp	Source	speakername	Video_Link	Modality
271	4	that's why i can't take the money.	Explain	00:20:15,414	00:20:17,049	superstore	Nico	https://drive.google.com/file/d/18syPrCNf9rucCD8201oJsVW7y3kGXjja/view	Text
956	1	so i've decided i'm going to collaborate with you.	Plan	00:06:51,869	00:06:54,496	bigbang	Sheldon	https://drive.google.com/file/d/1j9MSqMasZqkMf7QnBCaoqcgzJ7Gyp68g/view	Text
889	2	your breath is warm.	Praise	00:17:49,729	00:17:51,931	superstore	superstore person1	https://drive.google.com/file/d/1mk3cS7RFuN-rAlpnLW6gpfRzeUqnN-Dy/view	Text
712	4	that's fine. what do you want?	Asking for opinions	00:07:09,397	00:07:10,998	superstore	superstore person1	https://drive.google.com/file/d/1gQ3uAoLt3hxOoKuoyoE1SL80gTOdnEMl/view	Text
35	1	you're the cool kids.	Praise	00:14:31,704	00:14:33,440	superstore	Amy	https://drive.google.com/file/d/19uQXisHZOCcvfqHVPwVC5h87PjFImVei/view	Text
702	13	sorry i'm late. traffic.	Apologise	00:01:19,247	00:01:21,449	superstore	Amy	https://drive.google.com/file/d/1HbEAcWM1FPge6gCoBKWtM3ln1NUPiVMH/view	Text
152	6	give one to her. dina was really rough with her.	Arrange	00:07:06,093	00:07:09,463	superstore	Glenn	https://drive.google.com/file/d/1IOt2Md4GW3xz3QYPclqfPvYewH_5KniZ/view	Audio+Video+Text
766	0	we're gonna save a lot of lives today.	Plan	00:02:14,568	00:02:17,205	superstore	Glenn	https://drive.google.com/file/d/1dwNdGwFsoBt6hNyiDockPlDPBNElkLGt/view	Video+Text
1185	8	okay, i, uh... i got you the present to make up for being such a jerk to you.	Explain	00:21:03,971	00:21:09,433	friends	Rachel	https://drive.google.com/file/d/19TT_GXBRTnXVce_qm7YxGLtyiDoFf_yy/view	Text
871	9	it was my trap.	Flaunt	00:19:47,847	00:19:48,881	superstore	Dina	https://drive.google.com/file/d/1yFbH6G33IvkmfG_AZr8U70zwyurJZqg6/view	Audio+Video+Text
929	5	no, no. princess panchali from the monkey and the princess.	Joke	00:13:22,885	00:13:27,055	bigbang	Sheldon	https://drive.google.com/file/d/1n-ONTc_y0qFkrUZjbs31mWYC5iRPOtxD/view	Audio+Video+Text
1014	1	hi, tom. sheldon.	Greet	00:18:37,825	00:18:38,866	bigbang	Leonard	https://drive.google.com/file/d/1dHJtZbHxXDLUUiR6N1Aow4wkY602EAla/view	Text
1141	10	bye.	Leave	00:13:02,782	00:13:04,032	friends	Rachel	https://drive.google.com/file/d/1LjWOEhMY0aTCv5-jQtk82__h1cY7RYYx/view	Text
540	17	thank you, amy.	Thank	00:19:44,070	00:19:46,072	superstore	Glenn	https://drive.google.com/file/d/1JkkuwlKzO8QBFLAj-dUMkbWdO2PyDd3Z/view	Text
613	0	ugh, what is the point of these people?	Complain	00:03:36,850	00:03:38,619	superstore	Nico	https://drive.google.com/file/d/1-C3NOopG0q2ObWQ0mNQJcWmzY2DUP_XT/view	Text
992	2	i made an 8:00 reservation.	Inform	00:18:41,203	00:18:42,787	bigbang	Leonard	https://drive.google.com/file/d/113LPXJOiBElrze9QWiXQOfXfdGw4dW54/view	Text
863	2	what? why?	Doubt	00:20:03,303	00:20:05,572	superstore	Nico	https://drive.google.com/file/d/19ZZQQ_aEzObrfbyxMxMRtpXE3nXEM83z/view	Text
1299	6	hi, amanda.	Greet	00:10:06,689	00:10:08,565	friends	Monica	https://drive.google.com/file/d/1vJ68ABbIXhOoR2kE-eG-osA3QjPQAKIJ/view	Text
1276	9	is there a problem? is there a problem with me, or with you?	Confirm	00:24:49,488	00:24:53,532	friends	Monica	https://drive.google.com/file/d/1CZlxCEOPzZN01RSvQWAi2lpbQjOfENmo/view	Text
1049	11	thanks for calling.	Thank	00:16:26,568	00:16:27,986	bigbang	Howard	https://drive.google.com/file/d/11scGJ_hR4W4TcCTDGQBjCBSwI3hJQjjN/view	Text
258	7	no, no, of course not.	Oppose	00:09:22,262	00:09:24,531	superstore	Amy	https://drive.google.com/file/d/1oXGa-ZJMrkMQfFZ9jtX_jjoyBKXv6aoz/view	Text
908	4	if there's no costume parade, what are we doing here?	Doubt	00:08:12,074	00:08:14,951	bigbang	Sheldon	https://drive.google.com/file/d/1joIMb00RQN_irBCEnMsZf-L49aNQUqbX/view	Text
1308	48	that was amazing.	Praise	00:08:03,691	00:08:05,066	friends	Rachel	https://drive.google.com/file/d/1z_UjYwVlBMZNlaLTyUggdylqdY_SRENb/view	Text
752	9	did you just tell me to smile?	Doubt	00:06:24,277	00:06:26,413	superstore	Amy	https://drive.google.com/file/d/1OgiTg2XjzFhqVHXaESYSBHa3BB74SRl3/view	Text
876	9	i'm almost ready to head on out to california.	Plan	00:04:34,234	00:04:37,738	superstore	Myrtle	https://drive.google.com/file/d/1cPYBLHCrLfFyj6L02hSgZ65m-CJj4NcJ/view	Text
1025	6	excuse me, dr. cooper?	Greet	00:03:31,836	00:03:33,086	bigbang	big bang person2	https://drive.google.com/file/d/1fh7mQw80W427J_onzeYt7dwkoNEwAk23/view	Text
223	2	okay, bye.	Leave	00:14:39,479	00:14:41,180	superstore	Amy	https://drive.google.com/file/d/1_tEPn1PagrVdMWndkCBn2rmWituwlkco/view	Text
392	1	so we're gonna be hitting that hard.	Plan	00:01:33,231	00:01:35,320	superstore	Glenn	https://drive.google.com/file/d/1g_bDIvpv2Q-mJjVR9jxiiIKWJJT1AZaI/view	Audio+Text
980	18	what computer do you have, and please don't say a white one.	Asking for opinions	00:13:27,056	00:13:31,226	bigbang	Sheldon	https://drive.google.com/file/d/1Vgj8FYSE3snHQAc-U8CUtB6Wez6MeGZT/view	
53	7	yeah, as long as they never run into each other in the store they both work in.	Agree	00:12:52,289	00:12:55,692	superstore	Garrett	https://drive.google.com/file/d/1xDCWZcDGS7ieOMwMgeyZjAJJA99d-RTI/view	Text
940	6	as i've explained repeatedly, unlike you, i don't need validation from lesser minds.	Explain	00:15:10,326	00:15:14,537	bigbang	Sheldon	https://drive.google.com/file/d/1eas6SRo9Qqla6aOgoxOCqjNefI_hTj4H/view	Text
952	8	gentlemen, i'd like you to meet dennis kim.	Introduce	00:00:58,391	00:01:00,768	bigbang	big bang person1	https://drive.google.com/file/d/1zs2QwIe9CCUmjif5_19H-8WEzaAa3HLR/view	Text
769	4	solo work?	Doubt	00:06:01,161	00:06:02,763	superstore	Garrett	https://drive.google.com/file/d/1OOvRLU_TplANIr_rCg1Z4JWVHFkrWsAN/view	Text
91	4	mm, yeah. i don't think so.	Oppose	00:09:36,743	00:09:40,480	superstore	Dina	https://drive.google.com/file/d/1hBFeOdMSvtA_sSWMI7xHxcvjniMMzmBl/view	Text
1279	11	how do you feel about all this?	Asking for opinions	00:06:11,579	00:06:13,205	friends	Ross	https://drive.google.com/file/d/1-EyDzSwqgCrsdJo8NSFi9ivbi6yW5Uzv/view	Text
1015	4	good night, sheldon.	Leave	00:01:01,811	00:01:02,853	bigbang	Leonard	https://drive.google.com/file/d/1Ifyg57cQApBialjmLHnONycvaRUsI4LI/view	Text
1212	3	oh, he was so good in that movie of macbeth.	Praise	00:02:53,924	00:02:56,427	friends	Monica	https://drive.google.com/file/d/17kn3WhXdE5RzT0BBS5uuJfJAy7UkQsgb/view	Text
407	1	yeah, totally.	Agree	00:20:22,024	00:20:24,113	superstore	Cheyenne	https://drive.google.com/file/d/107pTknywfIDwGOs9-N9_M1KEByj8H5Qz/view	Text
1039	7	and she touched my food.	Complain	00:18:24,603	00:18:27,355	bigbang	Sheldon	https://drive.google.com/file/d/1FjCIIUvgycrOJfNozbhylgY71vpBhK_E/view	Audio+Video+Text
1005	14	you agree with me, right?	Confirm	00:19:05,811	00:19:06,978	bigbang	big bang person1	https://drive.google.com/file/d/13-ae44XU21N76I0gSV4uRqAlnXfxls-D/view	Text
1205	6	ooh.	Acknowledge	00:16:02,962	00:16:04,837	friends	friends person1	https://drive.google.com/file/d/18FVqL5ik2zhmVQGN5a3RsCd1Nk6Ozm3Z/view	Text
258	1	i thought i'd have sandra work with you.	Arrange	00:09:02,142	00:09:04,511	superstore	Glenn	https://drive.google.com/file/d/1mwhnpot-WngheNc3GeE6uxAwlf_s3O8_/view	Text
909	12	me?	Doubt	00:10:45,686	00:10:47,228	bigbang	Sheldon	https://drive.google.com/file/d/1miBlX3ZvdPFPtfp7XEeLImCyfrjCHHBg/view	Audio+Text
383	5	you shouldn't rush into anything.	Comfort	00:09:36,162	00:09:37,598	superstore	Nico	https://drive.google.com/file/d/14QTdY66_j3WltI3ASK7TxEgMwQVyYero/view	Audio+Video+Text
295	1	attention, everyone.	Inform	00:11:45,508	00:11:46,944	superstore	Jeff	https://drive.google.com/file/d/1BTITfHLqcFa0TrXCKDYdyW2e0KLiAIM-/view	Text
1248	1	i'm going over the script now. wanna read lines with me?	Invite	00:09:38,245	00:09:41,039	friends	Joey	https://drive.google.com/file/d/1Gz6_dTF6FX8_jX47dNNHGLob19zbu7vh/view	Text
1105	5	one of us has to stay home and watch emma.	Inform	00:00:31,573	00:00:33,198	friends	Rachel	https://drive.google.com/file/d/1nx6G8EM8sc3IIqVZPiKTI1cKbGw-U42R/view	Text
253	0	look, i was trying to show her that we're friends.	Explain	00:05:21,354	00:05:24,391	superstore	Amy	https://drive.google.com/file/d/12wohtUElCy9IrRAYTtuPCCWyUBFbgS7m/view	Text
593	5	i feel like he's mocking us.	Complain	00:09:27,217	00:09:29,219	superstore	Jonah	https://drive.google.com/file/d/17DBrNJ7iPRtbK0BX-AxjF1Fl-luhtELb/view	Text
310	7	why don't you just tell laurie you're fat?	Advise	00:08:34,796	00:08:36,189	superstore	Sandra	https://drive.google.com/file/d/1aWtKi-3ABcCRlu9SnpRDl9X_Eh52uT3L/view	Text
985	8	you'd also have to be knighted for that to apply.	Taunt	00:03:44,057	00:03:46,767	bigbang	Sheldon	https://drive.google.com/file/d/1YZ4u9qB0FS1lp0rXgGGBzsVl-KO_Wl0K/view	Audio+Video+Text
221	7	look, i know everyone here is trying to hook you up with a bunch of randos, but you should hold out for a good one.	Advise	00:12:40,927	00:12:45,598	superstore	Tate	https://drive.google.com/file/d/1jBsZ6rRpzUb4gWUy34QlnyRNeav04xNY/view	Text
971	9	i'm not ignoring my sister. i'm ignoring all of you.	Explain	00:07:45,673	00:07:49,676	bigbang	Sheldon	https://drive.google.com/file/d/1hb1yS0ley19Uup4hrqWx_LutggEV2SGK/view	Audio+Text
482	2	oh, damn it! okay, act natural.	Complain	00:09:07,347	00:09:10,583	superstore	Amy	https://drive.google.com/file/d/1LP66heDBDeU6j1YgBLQWbsGlS_mcOLbe/view	Audio+Text
1099	3	i really, really need to talk to you about something.	Inform	00:07:30,741	00:07:32,784	friends	Ross	https://drive.google.com/file/d/15x0FyNfGf5ijLbnj-zfuNbkUt3B8empH/view	Audio+Text
395	3	oh, okay. thank you.	Thank	00:05:36,226	00:05:38,489	superstore	Amy	https://drive.google.com/file/d/1d-mdXgmLRTHYnqJykoqhin9fnlm5UrLk/view	Text
1316	38	so how much does it pay?	Care	00:17:09,486	00:17:11,738	friends	friends person1	https://drive.google.com/file/d/1yiQpOdqSDJQ40Vk0wV1-GLl-h_hq2qD_/view	
161	4	so, we can just head out.	Invite	00:19:22,745	00:19:25,615	superstore	Amy	https://drive.google.com/file/d/1milSkcx-2ZUW-tP07voKwC7y9WnKQF3q/view	Video+Text
903	3	i was thinking of moving big boy to thursdays and just dropping souplantation.	Plan	00:18:10,881	00:18:15,426	bigbang	Sheldon	https://drive.google.com/file/d/19HFF9o6hLZH1YPDgk0mEkzWULURxr0o7/view	Text
1257	9	last year is that why you sent us to that medieval times restaurant?	Doubt	00:06:47,103	00:06:50,565	friends	Rachel	https://drive.google.com/file/d/1-xQaJlZ2lo4PiNxUPEHKKheYvavF1jr0/view	Text
702	11	look, adam hasn't even moved out.	Inform	00:00:59,669	00:01:01,871	superstore	Glenn	https://drive.google.com/file/d/1aS2B-A7QLJqjmBKsLeqKGeKiKTFtshFq/view	Text
989	3	why me? why not koothrappali or wolowitz?	Doubt	00:11:18,010	00:11:20,845	bigbang	Sheldon	https://drive.google.com/file/d/1uw0PGGcJYu77haY9MHjlw5J_z4kZYU2n/view	Text
865	8	hey.	Greet	00:02:16,964	00:02:18,065	superstore	Dina	https://drive.google.com/file/d/12XM9bT0O-GsuLNH5gcXb5s2LUcENHcAu/view	Text
291	0	wow, he is so hot. is he a model?	Praise	00:05:43,451	00:05:46,541	superstore	Justine	https://drive.google.com/file/d/1jGGgCNahzYdReLZpbgOjk-XoKEfivicS/view	Text
817	11	what?	Doubt	00:10:05,313	00:10:06,771	bigbang	Leonard	https://drive.google.com/file/d/1MzTJRaNRmLVSqY5wpPms6UrWneS8VIX-/view	Text
739	0	that's crazy.	Complain	00:10:35,712	00:10:37,113	superstore	Amy	https://drive.google.com/file/d/1nGf8ZPX4Wg92JxovsMdRTvvh5oPBiFQR/view	Audio+Text
474	2	nope, ernie's been here longer than me.	Oppose	00:00:14,715	00:00:16,584	superstore	Amy	https://drive.google.com/file/d/1BpBuiUkzxB7l1lbSpnuIgf-OWrZpCcub/view	Text
880	5	another one went to prison?	Doubt	00:08:03,610	00:08:05,078	superstore	Amy	https://drive.google.com/file/d/1WNUqJZt6G2nCA9JuE7pmICewJ67v2Cv8/view	Text
695	7	i mean, i hadn't given it much thought.	Explain	00:08:47,354	00:08:49,656	superstore	Jonah	https://drive.google.com/file/d/1Da97IziHLXyh36uiVDWEngnMArAu79kA/view	Text
957	24	huh? can't be a coincidence.	Leave	00:09:52,174	00:09:55,594	bigbang	Sheldon	https://drive.google.com/file/d/1ZhYrw9WQvrxgTCimE30YlxvWE3S_tZqq/view	Video
964	3	i'm just gonna sit down.	Leave	00:12:16,444	00:12:18,319	bigbang	Penny	https://drive.google.com/file/d/1QIUMj49zvgwESnU5Rn_4JXiYwbK_Uvei/view	Text
121	0	are you okay in there? i'm fine!	Care	00:17:55,607	00:17:58,077	superstore	Jonah	https://drive.google.com/file/d/1rzgTnXKX9Vb3RmYFxlz0NRNG8CJMj4t_/view	Text
1213	1	i'm heading in a new career direction and you gotta start at the bottom.	Explain	00:03:40,638	00:03:44,183	friends	Chandler	https://drive.google.com/file/d/1JxVOIjOqpORPSgbTWAuT-Y9KiEuVkaMe/view	Audio+Video+Text
1034	26	you violated my rule about forwarding e-mail humor.	Criticize	00:06:19,921	00:06:23,757	bigbang	Sheldon	https://drive.google.com/file/d/1TUVI_ZV_CQvS5NTdYD5nh8moLzwWOmyx/view	Text
398	0	well, i mean, you saw it first, so finders keepers.	Explain	00:08:19,999	00:08:22,958	superstore	Nico	https://drive.google.com/file/d/1clSAvBaAgBNMvjZ_ZjBsh9_TwAudc2Eb/view	Text
899	13	you did this?	Care	00:12:30,166	00:12:32,333	bigbang	Sheldon	https://drive.google.com/file/d/1H91anOQfDjS7SB3khipDsshV32-DA1qo/view	
1121	1	did she tell you he plays the recorder, recites poetry and bakes madeleines?	Confirm	00:19:16,321	00:19:21,784	friends	Ross	https://drive.google.com/file/d/1FrPceM_f_RxyBhXOH9isN3n1BgsX2n_X/view	Text
702	8	it is not drugs!	Oppose	00:00:49,117	00:00:50,551	superstore	Glenn	https://drive.google.com/file/d/1RKK6sA-Reviw3XHODPTxw01fBmH8GxjM/view	Text
193	0	yeah, of course, totally.	Agree	00:09:05,378	00:09:06,779	superstore	Jonah	https://drive.google.com/file/d/1EOSSkz5OtbXoR8jJpPAt-KuZi2zdhZCE/view	Text
503	6	forget safety-i say we pull the fire alarm, clear out the store, turn up the heat, make the whole place a oven, problem solved.	Advise	00:05:54,637	00:06:01,945	superstore	Garrett	https://drive.google.com/file/d/1qlChVIsSZju3Kz11wD_bD09l1MqOSdY7/view	Text
1134	8	can you hear me say,  you're grounded?	Confirm	00:16:32,449	00:16:35,326	friends	Monica	https://drive.google.com/file/d/1gOi6lMGr0pMiBg3_-_RREb-xHOLN7zyh/view	Text
670	1	oh, boy, here we go. cue garrett being weird.	Taunt	00:06:07,911	00:06:12,416	superstore	Dina	https://drive.google.com/file/d/1UMZNBZfPairQyTzmP8HNYWMyqYZq77CK/view	Text
227	0	hey, garrett.	Greet	00:19:51,057	00:19:52,291	superstore	Sandra	https://drive.google.com/file/d/1L3Sh-YiwvLj1kB3WsoKSul3dD1oW6WKc/view	Text
769	3	well played. now i call first dibs, but you can use those with whoever you want-i mean, me, someone else, solo work.	Inform	00:05:54,755	00:06:01,128	superstore	Dina	https://drive.google.com/file/d/1toM2FSff1BUc2iFcGfqOOkflKZqPYTu7/view	Text
1185	15	see, why? gavin, why?	Doubt	00:22:00,819	00:22:02,153	friends	Rachel	https://drive.google.com/file/d/1fyBWWbZU9Ms4Snl_Ol6bdjnybjkKqtDP/view	Text
667	10	okay.	Agree	00:03:40,654	00:03:41,622	superstore	Glenn	https://drive.google.com/file/d/1mspc9vzkWCA8Vi_VrwvNQzcGw6lRQnQL/view	Text
711	3	i could. but i won't.	Refuse	00:06:31,425	00:06:33,394	superstore	Nico	https://drive.google.com/file/d/1D1ctipWlm_TVYcAHahrZWI4Wsm4pKwcS/view	Text
12	2	and then she's not doing her homework.	Criticize	00:11:10,703	00:11:13,006	superstore	Amy	https://drive.google.com/file/d/18hVajAvbYLzMtuKb8VFFpvXrPmXCk-OO/view	Audio+Text
529	4	hey.	Greet	00:07:02,943	00:07:04,477	superstore	Jeff	https://drive.google.com/file/d/1BCMNo5uQdlLP_eiixx_vY1CG1CP9SumY/view	Text
915	4	so if you don't like this christy, why are you letting her stay?	Asking for opinions	00:01:59,994	00:02:02,913	bigbang	Leonard	https://drive.google.com/file/d/1xKV94UW7yTw7S1D7FQBIUguyDJH8UD-N/view	Text
1300	5	i'm sorry. this has never happened to me before.	Apologise	00:11:42,535	00:11:45,120	friends	Joey	https://drive.google.com/file/d/18GqVrDbeXOCEiGkyH-zzmrg7TPD2Ly-h/view	Text
1163	3	oh, relax. don't be. they'll probably just make you stand in the background.	Comfort	00:05:36,961	00:05:40,714	friends	Joey	https://drive.google.com/file/d/1H8F2KhdUngnKfRYpjR9zq5a9FhOEiV-6/view	Text
72	4	tell him to check the drunk tank.	Arrange	00:09:15,465	00:09:17,300	superstore	Garrett	https://drive.google.com/file/d/1caTPWlQvhgX0fhSIGq9-V1id6ytTb_Wn/view	Text
1292	18	tsk. you'd do that for us?	Confirm	00:14:52,975	00:14:55,018	friends	friends person1	https://drive.google.com/file/d/1SRm5lSWYmM-i70U2V52ILAZWWCs6-qx5/view	Text
651	5	i'm one of those people who hates being sick.	Complain	00:10:39,632	00:10:41,668	superstore	Nico	https://drive.google.com/file/d/1K3_xF6oUnZXwBiwkiZQOcE_BC5neJR_x/view	Video+Text
302	13	name one picture where ginger rogers was better than rita hayworth.	Arrange	00:02:32,021	00:02:35,981	superstore	Myrtle	https://drive.google.com/file/d/1RTk6y-28CuV9BvzFLOykTZmnY8HT9biB/view	Text
1072	34	and, uh, i'm sorry about everything.	Apologise	00:20:43,075	00:20:47,328	friends	Joey	https://drive.google.com/file/d/1xMeDSyVKINaEnsg8WaD6YXki4ec45RW1/view	Text
1281	11	i mean, even if my sperm worked fine, i think he'd be the way to go.	Explain	00:11:26,560	00:11:30,730	friends	Chandler	https://drive.google.com/file/d/1acwAnPbhv_vm1TiTjofw_Kfw8UWxv4MR/view	Text
1200	1	i was just asking because i need someone to watch emma tonight.	Explain	00:04:48,413	00:04:51,415	friends	Rachel	https://drive.google.com/file/d/1DONtYV5oK5SkYe3L5WB_q_5yp_K-SkL2/view	Text
976	1	all right, come on, guys. come on.	Invite	00:00:22,731	00:00:24,481	bigbang	Penny	https://drive.google.com/file/d/1r80Q4QkGLplk2VYSv7otqKobwLab7JXR/view	Text
1109	6	well, if you ask me to stay, i'll pee.	Leave	00:12:13,399	00:12:15,358	friends	Joey	https://drive.google.com/file/d/1_cW-Nx6jo62yfHWzwcxhFHDvup3nw2SR/view	Video+Text
446	22	okay, fine, whatever.	Acknowledge	00:16:06,149	00:16:08,185	superstore	Garrett	https://drive.google.com/file/d/1H6poCpc1_l8sqSa-GmVwalGXXSCCJFgJ/view	Audio+Text
1308	28	i've got a plan. i've got a plan.	Plan	00:05:23,448	00:05:25,282	friends	Monica	https://drive.google.com/file/d/1nytl_NWpx3mMPFEP43VOsJBHEnsrzu8l/view	Text
839	13	in the next four to eight days, she's going to get very crabby.	Warn	00:11:58,801	00:12:02,887	bigbang	Sheldon	https://drive.google.com/file/d/1YGuBfPk2bhNDe_srWOTNa50uPMbHBMtS/view	Video+Text
598	4	$10,000 and five years in prison.	Inform	00:13:32,995	00:13:35,565	superstore	superstore person3	https://drive.google.com/file/d/1Ub_E3oh8MK6LXGasmcsz2hyhAVGomh5N/view	Audio+Text
1060	8	and, ross, i need to talk to you.	Inform	00:01:50,819	00:01:53,695	friends	Joey	https://drive.google.com/file/d/13xFRbQL9BREgZonzkfim8dflKa-tBlth/view	Text
696	2	okay, well, that's, uh, disappointing.	Complain	00:10:18,378	00:10:22,249	superstore	Glenn	https://drive.google.com/file/d/1ICELrMfrMrMBGAOiEFKrobbjO-_59RmZ/view	Text
904	9	well, yeah.	Acknowledge	00:01:43,228	00:01:44,603	bigbang	Penny	https://drive.google.com/file/d/1DoIJJrxywywTQOrtCUxtQH-heqFpFUFN/view	Audio+Video+Text
396	13	there's a spot open in the middle.	Inform	00:07:11,495	00:07:13,715	superstore	Sandra	https://drive.google.com/file/d/1smVOTPMkYhiWat8rVYwZE_bweVCIjq4H/view	Text
1238	9	i mean, that's such a bunch of boo-hockey.	Taunt	00:01:40,476	00:01:43,729	friends	Ross	https://drive.google.com/file/d/1_BZFgae9eqhCmEtu0YGJQ61hAUQLVkiK/view	Text
828	8	us guys?	Doubt	00:12:40,384	00:12:41,426	bigbang	Leonard	https://drive.google.com/file/d/1KPdCgku19WwPUOcyybjfe89XfTmUTvwr/view	Text
481	9	i really don't care if people like me.	Oppose	00:08:17,497	00:08:19,867	superstore	Dina	https://drive.google.com/file/d/1imxaV7145XyPyUJXAJsI72ZS5AqDA4iJ/view	Text
1019	0	why did howard leave you in the middle of the road, anyway?	Doubt	00:07:46,507	00:07:49,634	bigbang	Rajesh	https://drive.google.com/file/d/1CoqIdiVvX-e-X1F3PgbKZ2uRA5NV9wr9/view	Text
825	1	i'm trying to see how long it takes a 500-kilowatt oxygen-iodine laser to heat up my cup of noodles.	Explain	00:05:33,166	00:05:38,837	bigbang	Bernadette	https://drive.google.com/file/d/17E5HQjY4v2R1WCuV3dy3H-dmFjWdp-9N/view	Text
705	12	yeah, you are.	Agree	00:03:45,025	00:03:46,460	superstore	Dina	https://drive.google.com/file/d/1BZNkj6BRgjYbY83OxtBNOb_xsGpJVU4m/view	Video+Text
426	6	so if you're laughing, you are laughing at our ceo.	Warn	00:13:04,370	00:13:09,157	superstore	Glenn	https://drive.google.com/file/d/1_zRqCMv2Ur6gcMWM6vbV4CqY7nq55AXt/view	Text
191	4	okay.	Acknowledge	00:07:42,162	00:07:43,596	superstore	Glenn	https://drive.google.com/file/d/1DbcQGbNkHZIkGBFs4FHH1B2xHC4QSDAQ/view	Audio+Text
524	3	i mean, obviously, kyle the cloud's victims--	Explain	00:03:11,709	00:03:14,878	superstore	Amy	https://drive.google.com/file/d/16mGrOgV71S13Imbfzol_OCFD4gKzjCs2/view	Audio+Video+Text
523	13	right, jeff?	Confirm	00:02:45,916	00:02:46,917	superstore	Glenn	https://drive.google.com/file/d/1k-2MQcM4-pkxCQo62CtZPuPEkC2_2gkk/view	Text
535	14	look, people, if you haven't done any drugs in the last 72 hours, you have nothing to worry about.	Comfort	00:12:27,667	00:12:31,971	superstore	Dina	https://drive.google.com/file/d/1Z14FwqkppHTvWJgjWv_69-Nqqckb2f_v/view	Text
915	6	who needs  halo  when we can be regaled with the delightfully folksy tale of the whore of omaha?	Doubt	00:02:11,381	00:02:16,468	bigbang	Sheldon	https://drive.google.com/file/d/1wPa2ht7bLXAudycwXfpvHG1gxzfITv1P/view	Audio+Text
803	3	oh, hi.	Greet	00:03:25,496	00:03:26,663	bigbang	Penny	https://drive.google.com/file/d/1hgP8b7RHJsIq8NVUU8-68XjRZ3QplZ0f/view	Text
1180	1	hello, this is rachel green. how can i help you?	Greet	00:11:43,994	00:11:47,414	friends	Rachel	https://drive.google.com/file/d/1C97do9KT8XTnkfAGyakJDk9GTqy20b4D/view	Text
1196	0	oh, how about the pointer sisters'  i'm so excited?	Asking for opinions	00:24:25,381	00:24:29,385	friends	Monica	https://drive.google.com/file/d/1XmffVzBed69N_bfTjeZgX2G8nvSTd0i-/view	Text
1215	0	yeah, because phoebe knew the mugger.	Explain	00:11:14,383	00:11:16,968	friends	Ross	https://drive.google.com/file/d/1I1qFcZceewRSHbo5fYj73XrAMaVXLu9z/view	Text
1093	7	well, is anything you told me about yourself true?	Confirm	00:17:46,690	00:17:50,860	friends	Phoebe	https://drive.google.com/file/d/18JGBeoh9MwxHpIu6p7npt6TUuAnaB9Dn/view	Text
542	6	okay, thank you, jonah.	Thank	00:00:25,175	00:00:27,678	superstore	Glenn	https://drive.google.com/file/d/1yGc-vTi4SUzvnyQhN6CW77dhpdysm6Jj/view	Text
820	3	hello.	Greet	00:16:40,249	00:16:41,416	bigbang	Rajesh	https://drive.google.com/file/d/1YANLd3F_XTau4XjS12WMFqkQsBs6Cxkm/view	Text
402	4	moving on.	Arrange	00:14:09,043	00:14:10,261	superstore	Dina	https://drive.google.com/file/d/1BTPUjBhVXlIWq8iOWZAiK4D3mvntssX3/view	Video+Text
16	4	n-no, not--no. no!	Oppose	00:14:11,218	00:14:13,553	superstore	Jonah	https://drive.google.com/file/d/1bDGBZZPdyhXAFfsDQST7dozM5APyrrUn/view	Text
1113	4	all right. well, thank you so much for coming.	Thank	00:04:10,041	00:04:12,376	friends	Rachel	https://drive.google.com/file/d/1_EEdC_kIhbOQVlZJAn86kYomRoDoAwjk/view	Text
1319	6	what's the matter with me? why do i keep ruining this?	Complain	00:26:05,063	00:26:07,898	friends	Phoebe	https://drive.google.com/file/d/1cZn41CcdVeTUuyjxR10QtHrLukOJM3ui/view	Text
661	4	does it really matter?	Doubt	00:20:05,832	00:20:07,199	superstore	Dina	https://drive.google.com/file/d/1yg7WefEXp7-WFIAi26Jgc_8-DnZfoH7W/view	Text
1163	4	take this tray, stand on this yellow mark. you're gonna move on  action.  walk over to the operating table, stop on the blue mark and put the tray down.	Arrange	00:05:44,302	00:05:51,725	friends	friends person1	https://drive.google.com/file/d/1mBOoi5k_sY6HDH9hSgxUK_ZcSpo3_oXU/view	Text
959	6	the oracle told us little neo was the one.	Joke	00:13:18,756	00:13:22,801	bigbang	Sheldon	https://drive.google.com/file/d/11S4qP_m63cGvLqhHjXA3QU7Y3vo0uEjL/view	Audio+Video+Text
381	0	i need to know the gender of their baby.	Ask for help	00:07:52,972	00:07:55,626	superstore	Garrett	https://drive.google.com/file/d/14xOUGswF4jkJ9YU4Ic_ZTNYrxtoO55td/view	Audio+Text
939	5	how about this? um, okay.	Asking for opinions	00:13:15,586	00:13:17,045	bigbang	Leonard	https://drive.google.com/file/d/13U4aj8CGji0wsBArLYpHOvCuIxeltFXu/view	Text
79	1	oh, yeah, you got to let craymie out more often.	Advise	00:19:30,179	00:19:33,450	superstore	Cheyenne	https://drive.google.com/file/d/1tEqjmi9ghlubaD2qn2sIN1UnP60tWmF8/view	Text
890	0	eh, why wait?	Doubt	00:18:52,198	00:18:53,766	superstore	Garrett	https://drive.google.com/file/d/13JvWqkjFftrsBhgrJjmFUVh5GEtAexag/view	Text
